percentage(no padding),percentage(padding),overflow,compress(ms),decompress(ms),correctness(1/0)
0.8884,0.8884,0.8039,0.182,0.193,1
0.8652,0.8652,0.8416,0.195,0.183,1
0.7311,0.7311,0.1864,0.171,0.189,1
0.8851,0.8851,0.8093,0.191,0.187,1
0.7517,0.7517,0.2198,0.196,0.185,1
0.9044,0.9044,0.778,0.146,0.169,1
0.8632,0.8632,0.8448,0.133,0.154,1
0.9894,0.9894,0.6401,0.192,0.155,1
0.8705,0.8705,0.4127,0.189,0.19,1
0.9137,0.9137,0.7629,0.2,0.196,1
0.8699,0.8699,0.8341,0.129,0.167,1
0.8665,0.8665,0.8394,0.199,0.201,1
0.7629,0.7629,0.2381,0.179,0.187,1
0.9363,0.9363,0.7263,0.191,0.186,1
0.8964,0.8964,0.7909,0.204,0.192,1
0.8938,0.8938,0.7953,0.192,0.185,1
0.8499,0.8499,0.3793,0.159,0.189,1
0.8911,0.8911,0.7996,0.193,0.19,1
0.8951,0.8951,0.7931,0.183,0.196,1
0.9708,0.9708,0.6703,0.193,0.193,1
0.9216,0.9216,0.4957,0.195,0.149,1
0.9648,0.9648,0.5657,0.189,0.185,1
0.9137,0.9137,0.7629,0.193,0.193,1
0.8479,0.8479,0.8696,0.194,0.187,1
0.8426,0.8426,0.3675,0.196,0.178,1
0.8984,0.8984,0.7877,0.121,0.161,1
0.8958,0.8958,0.792,0.193,0.189,1
0.8074,0.8074,0.3103,0.199,0.19,1
0.9529,0.9529,0.6994,0.193,0.195,1
0.8991,0.8991,0.7866,0.193,0.172,1
0.9037,0.9037,0.7791,0.196,0.207,1
0.9349,0.9349,0.7284,0.19,0.156,1
0.9011,0.9011,0.7834,0.193,0.153,1
0.8625,0.8625,0.8459,0.193,0.192,1
0.6527,0.6527,0.05927,0.189,0.192,1
0.9323,0.9323,0.7328,0.19,0.166,1
0.9024,0.9024,0.7812,0.184,0.198,1
0.8586,0.8586,0.8524,0.191,0.189,1
0.8958,0.8958,0.4537,0.19,0.188,1
0.8493,0.8493,0.8675,0.197,0.195,1
0.7165,0.7165,0.1627,0.196,0.176,1
0.9263,0.9263,0.7425,0.197,0.156,1
0.9648,0.9648,0.68,0.143,0.189,1
0.6,0.6,0.6164,0.195,0.186,1
0.927,0.927,0.7414,0.191,0.185,1
0.8924,0.8924,0.7974,0.19,0.181,1
0.9668,0.9668,0.6767,0.189,0.17,1
0.8526,0.8526,0.3836,0.196,0.158,1
0.9216,0.9216,0.75,0.195,0.187,1
0.9037,0.9037,0.7791,0.188,0.188,1
0.9389,0.9389,0.722,0.195,0.187,1
0.8679,0.8679,0.8373,0.194,0.182,1
0.9356,0.9356,0.5183,0.188,0.192,1
0.9475,0.9475,0.5377,0.17,0.188,1
0.921,0.921,0.7511,0.195,0.157,1
0.909,0.909,0.7705,0.192,0.183,1
0.8758,0.8758,0.8244,0.188,0.161,1
0.8785,0.8785,0.82,0.2,0.182,1
0.7623,0.7623,0.2371,0.188,0.181,1
0.9396,0.9396,0.7209,0.184,0.182,1
0.8831,0.8831,0.8125,0.184,0.185,1
0.8559,0.8559,0.8567,0.188,0.182,1
0.8161,0.8161,0.3244,0.19,0.19,1
0.9708,0.9708,0.6703,0.191,0.186,1
0.9024,0.9024,0.7812,0.189,0.185,1
0.7444,0.7444,0.208,0.187,0.183,1
0.9011,0.9011,0.7834,0.154,0.19,1
0.8871,0.8871,0.806,0.187,0.186,1
0.7563,0.7563,0.2274,0.191,0.183,1
0.9097,0.9097,0.7694,0.135,0.156,1
0.8878,0.8878,0.805,0.191,0.181,1
0.741,0.741,0.2026,0.187,0.186,1
0.913,0.913,0.764,0.191,0.19,1
0.8918,0.8918,0.7985,0.181,0.182,1
0.8699,0.8699,0.8341,0.192,0.186,1
0.8805,0.8805,0.8168,0.192,0.184,1
0.8891,0.8891,0.8028,0.191,0.188,1
0.7503,0.7503,0.2177,0.153,0.156,1
0.9143,0.9143,0.7619,0.191,0.167,1
0.9044,0.9044,0.778,0.182,0.184,1
0.915,0.915,0.7608,0.19,0.183,1
0.9097,0.9097,0.7694,0.189,0.185,1
0.8838,0.8838,0.8114,0.183,0.19,1
0.5969,0.03125,00.186,0.191,1
0.9157,0.9157,0.7597,0.191,0.182,1
0.8977,0.8977,0.7888,0.187,0.187,1
0.8499,0.8499,0.8664,0.182,0.189,1
0.8851,0.8851,0.4364,0.181,0.154,1
0.7397,0.7397,0.2004,0.185,0.187,1
0.927,0.927,0.7414,0.183,0.165,1
0.9004,0.9004,0.7845,0.189,0.183,1
0.8792,0.8792,0.819,0.183,0.185,1
0.7384,0.7384,0.1983,0.16,0.187,1
0.8918,0.8918,0.7985,0.188,0.183,1
0.8938,0.8938,0.7953,0.184,0.181,1
0.8679,0.8679,0.8373,0.122,0.171,1
0.7616,0.7616,0.236,0.19,0.191,1
0.9429,0.9429,0.7155,0.184,0.187,1
0.8918,0.8918,0.7985,0.183,0.189,1
0.8798,0.8798,0.8179,0.189,0.184,1
0.8552,0.8552,0.3879,0.181,0.183,1
0.9369,0.9369,0.7252,0.184,0.186,1
0.8811,0.8811,0.8157,0.184,0.187,1
0.9236,0.9236,0.7468,0.189,0.168,1
0.9097,0.9097,0.7694,0.193,0.198,1
0.9037,0.9037,0.7791,0.193,0.188,1
0.8884,0.8884,0.8039,0.183,0.183,1
0.7351,0.7351,0.1929,0.183,0.152,1
0.8539,0.8539,0.3858,0.188,0.186,1
0.34,0.34,0.6336,0.179,0.184,1
0.9143,0.9143,0.7619,0.189,0.188,1
0.8625,0.8625,0.8459,0.195,0.192,1
0.8944,0.8944,0.7942,0.185,0.187,1
0.913,0.913,0.764,0.183,0.185,1
0.8599,0.8599,0.8502,0.187,0.171,1
0.8758,0.8758,0.4213,0.164,0.188,1
0.07,0.07,0.6379,0.186,0.186,1
0.8745,0.8745,0.8265,0.184,0.164,1
0.913,0.913,0.764,0.126,0.161,1
0.7995,0.7995,0.2974,0.157,0.189,1
0.9177,0.9177,0.4892,0.184,0.182,1
0.9807,0.9807,0.6541,0.186,0.189,1
0.9017,0.9017,0.7823,0.182,0.183,1
0.8792,0.8792,0.819,0.18,0.193,1
0.9376,0.9376,0.7241,0.187,0.184,1
0.9077,0.9077,0.7726,0.185,0.184,1
0.9801,0.9801,0.6552,0.192,0.161,1
0.8552,0.8552,0.3879,0.168,0.185,1
0.9137,0.9137,0.4828,0.198,0.187,1
0.9256,0.9256,0.7435,0.192,0.159,1
0.9117,0.9117,0.7662,0.184,0.167,1
0.8486,0.8486,0.8685,0.185,0.186,1
0.47,0.47,0.6315,0.187,0.189,1
0.7736,0.7736,0.2554,0.189,0.183,1
0.9555,0.9555,0.695,0.186,0.182,1
0.8964,0.8964,0.7909,0.19,0.19,1
0.8287,0.8287,0.3448,0.184,0.184,1
0.8991,0.8991,0.7866,0.198,0.192,1
0.8884,0.8884,0.8039,0.204,0.157,1
0.8466,0.8466,0.8718,0.192,0.177,1
0.9681,0.9681,0.6746,0.16,0.162,1
0.9183,0.9183,0.7554,0.195,0.196,1
0.9017,0.9017,0.7823,0.196,0.225,1
0.8718,0.8718,0.8308,0.197,0.185,1
0.7603,0.7603,0.2338,0.191,0.188,1
0.7244,0.7244,0.1756,0.195,0.188,1
0.9309,0.9309,0.7349,0.128,0.215,1
0.8938,0.8938,0.7953,0.185,0.149,1
0.8964,0.8964,0.7909,0.131,0.183,1
0.9183,0.9183,0.7554,0.184,0.186,1
0.7915,0.7915,0.2845,0.19,0.194,1
0.911,0.911,0.7672,0.135,0.18,1
0.8924,0.8924,0.7974,0.188,0.211,1
0.8818,0.8818,0.8147,0.188,0.187,1
0.739,0.739,0.1994,0.164,0.188,1
0.923,0.923,0.7478,0.187,0.18,1
0.913,0.913,0.764,0.193,0.169,1
0.8818,0.8818,0.8147,0.188,0.183,1
0.7331,0.7331,0.1897,0.189,0.184,1
0.8911,0.8911,0.7996,0.186,0.19,1
0.8958,0.8958,0.792,0.182,0.187,1
0.919,0.919,0.7543,0.186,0.188,1
0.8792,0.8792,0.819,0.12,0.161,1
0.9588,0.9588,0.6897,0.114,0.154,1
0.838,0.838,0.3599,0.172,0.184,1
0.8566,0.8566,0.3901,0.153,0.187,1
0.8911,0.8911,0.7996,0.184,0.187,1
0.9077,0.9077,0.7726,0.186,0.187,1
0.8539,0.8539,0.8599,0.19,0.187,1
0.9788,0.9788,0.6573,0.186,0.183,1
0.929,0.929,0.7381,0.19,0.152,1
0.7902,0.7902,0.2823,0.187,0.189,1
0.9124,0.9124,0.7651,0.158,0.167,1
0.8991,0.8991,0.7866,0.187,0.186,1
0.7483,0.7483,0.2144,0.189,0.184,1
0.9137,0.9137,0.7629,0.183,0.187,1
0.8831,0.8831,0.8125,0.193,0.187,1
0.8971,0.8971,0.7899,0.186,0.188,1
0.8685,0.8685,0.4095,0.181,0.192,1
0.8938,0.8938,0.7953,0.186,0.188,1
0.9057,0.9057,0.7759,0.138,0.191,1
0.9595,0.9595,0.6886,0.188,0.19,1
0.8459,0.8459,0.8728,0.191,0.186,1
0.7324,0.7324,0.1886,0.181,0.167,1
0.8891,0.8891,0.8028,0.189,0.194,1
0.8798,0.8798,0.8179,0.183,0.168,1
0.8373,0.8373,0.3588,0.16,0.157,1
0.9143,0.9143,0.7619,0.193,0.182,1
0.8838,0.8838,0.8114,0.186,0.149,1
0.9489,0.9489,0.7058,0.187,0.189,1
0.9104,0.9104,0.7683,0.186,0.187,1
0.8898,0.8898,0.8017,0.187,0.187,1
0.8599,0.8599,0.8502,0.184,0.182,1
0.7344,0.7344,0.1918,0.168,0.189,1
0.8772,0.8772,0.8222,0.129,0.186,1
0.9117,0.9117,0.7662,0.184,0.189,1
0.8652,0.8652,0.8416,0.206,0.194,1
0.7629,0.7629,0.2381,0.191,0.187,1
0.8639,0.8639,0.4019,0.174,0.167,1
0.917,0.917,0.7575,0.188,0.181,1
0.9084,0.9084,0.7716,0.114,0.156,1
0.9236,0.9236,0.7468,0.184,0.187,1
0.9794,0.9794,0.6562,0.195,0.186,1
0.9137,0.9137,0.7629,0.194,0.187,1
0.8904,0.8904,0.8006,0.183,0.184,1
0.9701,0.9701,0.5744,0.194,0.182,1
0.7888,0.7888,0.2802,0.159,0.173,1
0.9177,0.9177,0.7565,0.189,0.153,1
0.8944,0.8944,0.7942,0.138,0.157,1
0.8559,0.8559,0.8567,0.194,0.19,1
0.9548,0.9548,0.6961,0.129,0.16,1
0.8214,0.8214,0.333,0.165,0.2,1
0.9622,0.9622,0.6843,0.184,0.186,1
0.8778,0.8778,0.8211,0.124,0.193,1
0.9615,0.9615,0.6853,0.119,0.165,1
0.9256,0.9256,0.7435,0.191,0.182,1
0.8938,0.8938,0.7953,0.193,0.191,1
0.8559,0.8559,0.8567,0.186,0.19,1
0.9037,0.9037,0.4666,0.192,0.165,1
0.9263,0.9263,0.7425,0.196,0.189,1
0.7517,0.7517,0.2198,0.187,0.195,1
0.9084,0.9084,0.7716,0.119,0.166,1
0.9143,0.9143,0.7619,0.191,0.185,1
0.9655,0.9655,0.5668,0.185,0.19,1
0.9157,0.9157,0.7597,0.189,0.189,1
0.8984,0.8984,0.7877,0.19,0.185,1
0.9462,0.9462,0.7101,0.193,0.185,1
0.844,0.844,0.3696,0.164,0.198,1
0.915,0.915,0.7608,0.192,0.182,1
0.9031,0.9031,0.7802,0.193,0.153,1
0.9436,0.9436,0.7144,0.181,0.205,1
0.8951,0.8951,0.7931,0.195,0.19,1
0.8466,0.8466,0.8718,0.187,0.191,1
0.745,0.745,0.2091,0.193,0.184,1
0.8805,0.8805,0.8168,0.195,0.167,1
0.7231,0.7231,0.1735,0.189,0.19,1
0.9183,0.9183,0.7554,0.141,0.165,1
0.8944,0.8944,0.7942,0.132,0.158,1
0.8665,0.8665,0.8394,0.184,0.208,1
0.8526,0.8526,0.8621,0.187,0.205,1
0.8506,0.8506,0.3804,0.168,0.182,1
0.927,0.927,0.7414,0.184,0.165,1
0.9548,0.9548,0.6961,0.182,0.169,1
0.8446,0.8446,0.3707,0.203,0.179,1
0.925,0.925,0.7446,0.191,0.193,1
0.8944,0.8944,0.7942,0.186,0.18,1
0.9276,0.9276,0.7403,0.181,0.186,1
0.9197,0.9197,0.7532,0.17,0.194,1
0.9037,0.9037,0.7791,0.183,0.188,1
0.8772,0.8772,0.8222,0.15,0.181,1
0.7258,0.7258,0.1778,0.2,0.186,1
0.8977,0.8977,0.7888,0.122,0.164,1
0.9548,0.9548,0.6961,0.186,0.183,1
0.8519,0.8519,0.3825,0.203,0.189,1
0.9203,0.9203,0.7522,0.188,0.192,1
0.67,0.67,0.6175,0.19,0.188,1
0.8798,0.8798,0.8179,0.183,0.195,1
0.8838,0.8838,0.8114,0.19,0.184,1
0.8911,0.8911,0.4461,0.186,0.188,1
0.27,0.27,0.611,0.187,0.196,1
0.54,0.54,0.6153,0.187,0.188,1
0.9256,0.9256,0.7435,0.181,0.189,1
0.8745,0.8745,0.8265,0.183,0.19,1
0.47,0.47,0.6315,0.185,0.19,1
0.7357,0.7357,0.194,0.185,0.182,1
0.9017,0.9017,0.7823,0.187,0.184,1
0.907,0.907,0.7737,0.189,0.195,1
0.8493,0.8493,0.8675,0.151,0.191,1
0.8712,0.8712,0.8319,0.118,0.161,1
0.745,0.745,0.2091,0.199,0.197,1
0.9309,0.9309,0.7349,0.194,0.187,1
0.9117,0.9117,0.7662,0.191,0.168,1
0.8958,0.8958,0.792,0.189,0.187,1
0.9044,0.9044,0.778,0.188,0.195,1
0.8732,0.8732,0.8287,0.187,0.18,1
0.7756,0.7756,0.2586,0.183,0.179,1
0.7643,0.7643,0.2403,0.184,0.186,1
0.9064,0.9064,0.7748,0.184,0.182,1
0.907,0.907,0.7737,0.186,0.161,1
0.8911,0.8911,0.7996,0.19,0.184,1
0.8652,0.8652,0.8416,0.19,0.175,1
0.7244,0.7244,0.1756,0.16,0.189,1
0.9329,0.9329,0.7317,0.19,0.191,1
0.8672,0.8672,0.8384,0.196,0.15,1
0.9834,0.9834,0.6498,0.199,0.182,1
0.9223,0.9223,0.7489,0.192,0.182,1
0.8831,0.8831,0.8125,0.14,0.2,1
0.743,0.743,0.2058,0.189,0.182,1
0.9017,0.9017,0.7823,0.119,0.163,1
0.9064,0.9064,0.7748,0.191,0.163,1
0.8506,0.8506,0.8653,0.187,0.151,1
0.7437,0.7437,0.2069,0.184,0.2,1
0.9847,0.9847,0.5981,0.181,0.167,1
0.9124,0.9124,0.7651,0.187,0.185,1
0.9057,0.9057,0.7759,0.187,0.182,1
0.9635,0.9635,0.6821,0.132,0.165,1
0.9436,0.9436,0.7144,0.19,0.184,1
0.8878,0.8878,0.805,0.183,0.187,1
0.8606,0.8606,0.8491,0.195,0.169,1
0.7975,0.7975,0.2942,0.17,0.198,1
0.8001,0.8001,0.2985,0.153,0.203,1
0.9309,0.9309,0.7349,0.184,0.168,1
0.9024,0.9024,0.7812,0.19,0.186,1
0.8712,0.8712,0.8319,0.157,0.151,1
0.9668,0.9668,0.6767,0.187,0.18,1
0.8958,0.8958,0.792,0.184,0.184,1
0.9336,0.9336,0.7306,0.182,0.191,1
0.8274,0.8274,0.3427,0.189,0.182,1
0.988,0.988,0.6034,0.189,0.187,1
0.8931,0.8931,0.7963,0.189,0.181,1
0.8977,0.8977,0.7888,0.186,0.188,1
0.8798,0.8798,0.8179,0.185,0.186,1
0.8479,0.8479,0.3761,0.201,0.184,1
0.8493,0.8493,0.3782,0.19,0.204,1
0.911,0.911,0.7672,0.19,0.186,1
0.9037,0.9037,0.7791,0.183,0.185,1
0.54,0.54,0.6153,0.184,0.19,1
0.7463,0.7463,0.2112,0.188,0.184,1
0.8991,0.8991,0.7866,0.189,0.17,1
0.9064,0.9064,0.7748,0.189,0.189,1
0.8798,0.8798,0.8179,0.186,0.191,1
0.7297,0.7297,0.1843,0.19,0.182,1
0.9389,0.9389,0.722,0.192,0.146,1
0.8891,0.8891,0.8028,0.136,0.157,1
0.8938,0.8938,0.7953,0.198,0.168,1
0.7145,0.7145,0.1595,0.16,0.183,1
0.9197,0.9197,0.7532,0.181,0.197,1
0.907,0.907,0.7737,0.183,0.187,1
0.8566,0.8566,0.8556,0.182,0.182,1
0.8499,0.8499,0.3793,0.183,0.194,1
0.907,0.907,0.7737,0.192,0.191,1
0.8971,0.8971,0.7899,0.188,0.186,1
0.9821,0.9821,0.6519,0.189,0.184,1
0.9223,0.9223,0.4968,0.19,0.19,1
0.8971,0.8971,0.7899,0.185,0.187,1
0.9024,0.9024,0.7812,0.189,0.189,1
0.9548,0.9548,0.6961,0.182,0.185,1
0.8599,0.8599,0.8502,0.188,0.165,1
0.7205,0.7205,0.1692,0.198,0.185,1
0.9017,0.9017,0.7823,0.185,0.188,1
0.8712,0.8712,0.8319,0.188,0.168,1
0.8984,0.8984,0.7877,0.191,0.19,1
0.8898,0.8898,0.8017,0.188,0.181,1
0.8679,0.8679,0.8373,0.188,0.182,1
0.7669,0.7669,0.2446,0.188,0.193,1
0.9157,0.9157,0.7597,0.192,0.18,1
0.745,0.745,0.2091,0.208,0.187,1
0.907,0.907,0.7737,0.19,0.189,1
0.8904,0.8904,0.8006,0.137,0.201,1
0.8705,0.8705,0.833,0.186,0.2,1
0.7503,0.7503,0.2177,0.188,0.182,1
0.919,0.919,0.7543,0.123,0.166,1
0.8758,0.8758,0.8244,0.192,0.189,1
0.9077,0.9077,0.7726,0.189,0.189,1
0.93,0.93,0.6239,0.191,0.187,1
0.8592,0.8592,0.3944,0.184,0.171,1
0.8958,0.8958,0.792,0.134,0.169,1
0.8758,0.8758,0.8244,0.137,0.161,1
0.9117,0.9117,0.7662,0.19,0.15,1
0.9031,0.9031,0.7802,0.189,0.182,1
0.917,0.917,0.7575,0.181,0.184,1
0.6527,0.6527,0.05927,0.192,0.197,1
0.9057,0.9057,0.7759,0.186,0.195,1
0.8924,0.8924,0.7974,0.186,0.188,1
0.8798,0.8798,0.8179,0.184,0.185,1
0.8858,0.8858,0.4375,0.184,0.168,1
0.905,0.905,0.7769,0.191,0.186,1
0.8659,0.8659,0.8405,0.191,0.189,1
0.7517,0.7517,0.2198,0.187,0.188,1
0.8446,0.8446,0.875,0.187,0.185,1
0.7835,0.7835,0.2716,0.188,0.187,1
0.9628,0.9628,0.6832,0.184,0.183,1
0.8884,0.8884,0.8039,0.2,0.164,1
0.9137,0.9137,0.7629,0.198,0.165,1
0.9097,0.9097,0.7694,0.187,0.189,1
0.8406,0.8406,0.8815,0.192,0.191,1
0.7291,0.7291,0.1832,0.183,0.182,1
0.8878,0.8878,0.805,0.191,0.189,1
0.743,0.743,0.2058,0.187,0.145,1
0.929,0.929,0.7381,0.184,0.184,1
0.8991,0.8991,0.7866,0.187,0.187,1
0.8513,0.8513,0.8642,0.204,0.181,1
0.7377,0.7377,0.1972,0.188,0.152,1
0.9263,0.9263,0.7425,0.199,0.167,1
0.9044,0.9044,0.778,0.205,0.188,1
0.8586,0.8586,0.8524,0.182,0.188,1
0.907,0.907,0.7737,0.131,0.166,1
0.7769,0.7769,0.2608,0.185,0.16,1
0.9004,0.9004,0.7845,0.187,0.153,1
0.8964,0.8964,0.7909,0.15,0.168,1
0.8772,0.8772,0.8222,0.191,0.151,1
0.6,0.6,0.6293,0.184,0.184,1
0.8911,0.8911,0.4461,0.17,0.2,1
0.9323,0.9323,0.7328,0.188,0.181,1
0.4,0.4,0.6325,0.193,0.185,1
0.9037,0.9037,0.7791,0.193,0.201,1
0.8911,0.8911,0.7996,0.186,0.195,1
0.9622,0.9622,0.6843,0.19,0.183,1
0.54,0.54,0.6304,0.191,0.186,1
0.8738,0.8738,0.8276,0.134,0.165,1
0.9442,0.9442,0.7134,0.135,0.162,1
0.824,0.824,0.3373,0.186,0.15,1
0.988,0.988,0.6422,0.185,0.185,1
0.9044,0.9044,0.778,0.186,0.197,1
0.9263,0.9263,0.7425,0.19,0.186,1
0.8453,0.8453,0.8739,0.181,0.188,1
0.9017,0.9017,0.4634,0.12,0.172,1
0.8918,0.8918,0.7985,0.186,0.195,1
0.8825,0.8825,0.8136,0.181,0.186,1
0.9236,0.9236,0.7468,0.186,0.151,1
0.8154,0.8154,0.3233,0.202,0.183,1
0.7424,0.7424,0.2047,0.19,0.202,1
0.925,0.925,0.7446,0.138,0.169,1
0.8951,0.8951,0.7931,0.186,0.184,1
0.8938,0.8938,0.7953,0.201,0.191,1
0.8818,0.8818,0.8147,0.181,0.192,1
0.7397,0.7397,0.2004,0.186,0.188,1
0.9084,0.9084,0.7716,0.14,0.154,1
0.8586,0.8586,0.8524,0.189,0.186,1
0.913,0.913,0.764,0.185,0.185,1
0.8964,0.8964,0.7909,0.169,0.198,1
0.8772,0.8772,0.8222,0.219,0.184,1
0.7483,0.7483,0.2144,0.17,0.187,1
0.9163,0.9163,0.7586,0.184,0.147,1
0.9084,0.9084,0.7716,0.187,0.181,1
0.8878,0.8878,0.805,0.187,0.195,1
0.14,0.14,0.6369,0.182,0.182,1
0.7556,0.7556,0.2263,0.163,0.152,1
0.9097,0.9097,0.7694,0.181,0.198,1
0.8971,0.8971,0.7899,0.186,0.19,1
0.9894,0.9894,0.6401,0.187,0.19,1
0.8964,0.8964,0.7909,0.194,0.172,1
0.9077,0.9077,0.7726,0.185,0.187,1
0.8685,0.8685,0.8362,0.187,0.19,1
0.7258,0.7258,0.1778,0.187,0.157,1
0.9044,0.9044,0.778,0.187,0.19,1
0.8951,0.8951,0.7931,0.193,0.188,1
0.7258,0.7258,0.1778,0.18,0.188,1
0.8619,0.8619,0.847,0.186,0.182,1
0.8506,0.8506,0.3804,0.192,0.196,1
0.9044,0.9044,0.778,0.181,0.187,1
0.9104,0.9104,0.7683,0.184,0.212,1
0.8958,0.8958,0.792,0.192,0.174,1
0.8579,0.8579,0.3922,0.143,0.193,1
0.9515,0.9515,0.7015,0.183,0.188,1
0.9044,0.9044,0.778,0.19,0.193,1
0.8579,0.8579,0.8534,0.194,0.192,1
0.9847,0.9847,0.5981,0.195,0.187,1
0.7497,0.7497,0.2166,0.197,0.188,1
0.913,0.913,0.764,0.198,0.193,1
0.9376,0.9376,0.7241,0.194,0.19,1
0.8898,0.8898,0.8017,0.201,0.192,1
0.9057,0.9057,0.7759,0.188,0.192,1
0.8758,0.8758,0.8244,0.188,0.188,1
0.9827,0.9827,0.6509,0.181,0.187,1
0.8679,0.8679,0.4084,0.152,0.19,1
0.8645,0.8645,0.403,0.179,0.191,1
0.8997,0.8997,0.7856,0.19,0.187,1
0.905,0.905,0.7769,0.19,0.145,1
0.9475,0.9475,0.708,0.188,0.191,1
0.7364,0.7364,0.195,0.152,0.186,1
0.9104,0.9104,0.7683,0.181,0.196,1
0.8811,0.8811,0.8157,0.197,0.185,1
0.9064,0.9064,0.7748,0.202,0.185,1
0.751,0.751,0.2188,0.168,0.188,1
0.905,0.905,0.7769,0.154,0.157,1
0.8944,0.8944,0.7942,0.185,0.162,1
0.8672,0.8672,0.8384,0.118,0.156,1
0.7297,0.7297,0.1843,0.151,0.196,1
0.923,0.923,0.7478,0.189,0.167,1
0.9011,0.9011,0.7834,0.195,0.187,1
0.8831,0.8831,0.8125,0.189,0.189,1
0.8871,0.8871,0.806,0.188,0.182,1
0.8672,0.8672,0.8384,0.192,0.196,1
0.7444,0.7444,0.208,0.195,0.188,1
0.915,0.915,0.7608,0.117,0.162,1
0.7869,0.7869,0.2769,0.167,0.159,1
0.9416,0.9416,0.7177,0.196,0.196,1
0.9084,0.9084,0.7716,0.183,0.194,1
0.8659,0.8659,0.8405,0.191,0.189,1
0.8519,0.8519,0.8631,0.209,0.184,1
0.8971,0.8971,0.4558,0.17,0.2,1
0.9867,0.9867,0.6013,0.195,0.19,1
0.9296,0.9296,0.7371,0.192,0.194,1
0.9389,0.9389,0.722,0.193,0.186,1
0.8938,0.8938,0.7953,0.193,0.158,1
0.9794,0.9794,0.6562,0.193,0.187,1
0.34,0.34,0.6336,0.12,0.21,1
0.9363,0.9363,0.7263,0.188,0.187,1
0.8898,0.8898,0.8017,0.186,0.182,1
0.9834,0.9834,0.5959,0.204,0.203,1
0.8898,0.8898,0.444,0.122,0.159,1
0.913,0.913,0.764,0.189,0.189,1
0.8785,0.8785,0.82,0.183,0.191,1
0.9077,0.9077,0.7726,0.183,0.183,1
0.7869,0.7869,0.2769,0.182,0.189,1
0.9143,0.9143,0.7619,0.187,0.191,1
0.907,0.907,0.7737,0.18,0.185,1
0.8818,0.8818,0.8147,0.19,0.184,1
0.9675,0.9675,0.6756,0.198,0.166,1
0.6819,0.6819,0.1067,0.182,0.149,1
0.9648,0.9648,0.68,0.189,0.185,1
0.905,0.905,0.7769,0.185,0.182,1
0.8765,0.8765,0.8233,0.138,0.212,1
0.9529,0.9529,0.6994,0.136,0.187,1
0.8984,0.8984,0.7877,0.189,0.182,1
0.8838,0.8838,0.8114,0.187,0.192,1
0.7404,0.7404,0.2015,0.192,0.183,1
0.9143,0.9143,0.7619,0.183,0.184,1
0.8745,0.8745,0.8265,0.183,0.194,1
0.753,0.753,0.222,0.168,0.192,1
0.9568,0.9568,0.6929,0.127,0.188,1
0.8997,0.8997,0.7856,0.187,0.187,1
0.9017,0.9017,0.7823,0.189,0.194,1
0.8758,0.8758,0.8244,0.195,0.188,1
0.7397,0.7397,0.2004,0.188,0.187,1
0.8944,0.8944,0.7942,0.211,0.195,1
0.9104,0.9104,0.4774,0.198,0.194,1
0.9728,0.9728,0.5787,0.186,0.197,1
0.9057,0.9057,0.7759,0.204,0.201,1
0.8904,0.8904,0.8006,0.194,0.196,1
0.9708,0.9708,0.5754,0.198,0.197,1
0.905,0.905,0.4688,0.199,0.19,1
0.9057,0.9057,0.7759,0.197,0.182,1
0.9077,0.9077,0.7726,0.154,0.182,1
0.9044,0.9044,0.778,0.198,0.192,1
0.8911,0.8911,0.7996,0.198,0.193,1
0.8659,0.8659,0.8405,0.196,0.184,1
0.7238,0.7238,0.1746,0.185,0.159,1
0.8838,0.8838,0.8114,0.197,0.185,1
0.8,0.8,0.6261,0.122,0.153,1
0.9197,0.9197,0.4925,0.198,0.189,1
0.9203,0.9203,0.7522,0.192,0.2,1
0.917,0.917,0.7575,0.197,0.187,1
0.7756,0.7756,0.2586,0.152,0.196,1
0.9017,0.9017,0.7823,0.184,0.19,1
0.9064,0.9064,0.7748,0.194,0.195,1
0.8313,0.8313,0.3491,0.201,0.197,1
0.9104,0.9104,0.7683,0.194,0.183,1
0.8891,0.8891,0.8028,0.184,0.193,1
0.8493,0.8493,0.8675,0.192,0.186,1
0.9548,0.9548,0.6961,0.196,0.197,1
0.9768,0.9768,0.6606,0.189,0.172,1
0.8546,0.8546,0.3869,0.19,0.188,1
0.9216,0.9216,0.75,0.191,0.18,1
0.8752,0.8752,0.8254,0.188,0.195,1
0.921,0.921,0.7511,0.196,0.191,1
0.9183,0.9183,0.7554,0.193,0.181,1
0.9137,0.9137,0.7629,0.194,0.19,1
0.7789,0.7789,0.264,0.184,0.183,1
0.8473,0.8473,0.375,0.208,0.193,1
0.8977,0.8977,0.7888,0.188,0.163,1
0.9004,0.9004,0.7845,0.188,0.189,1
0.9635,0.9635,0.6821,0.117,0.154,1
0.7537,0.7537,0.2231,0.19,0.188,1
0.915,0.915,0.7608,0.181,0.183,1
0.8918,0.8918,0.7985,0.198,0.198,1
0.8845,0.8845,0.8103,0.189,0.193,1
0.8765,0.8765,0.8233,0.189,0.18,1
0.7337,0.7337,0.1907,0.153,0.187,1
0.9044,0.9044,0.778,0.195,0.154,1
0.8752,0.8752,0.8254,0.136,0.163,1
0.9296,0.9296,0.7371,0.166,0.185,1
0.8951,0.8951,0.7931,0.187,0.184,1
0.8811,0.8811,0.8157,0.127,0.156,1
0.7351,0.7351,0.1929,0.164,0.183,1
